Category;Pink Gellac Antwerpen;Pink Gellac Antwerpen;Pink Gellac Antwerpen
5/08/2024 0:00;0;0:17:12;18,2
5/08/2024 1:00;0;0:17:12;18
5/08/2024 2:00;0;0:17:12;17,7
5/08/2024 3:00;0;0:17:12;17,6
5/08/2024 4:00;0;0:17:12;17,6
5/08/2024 5:00;0;0:17:12;17,3
5/08/2024 6:00;0;0:17:12;16,3
5/08/2024 7:00;0;0:17:12;15,9
5/08/2024 8:00;0;0:17:12;16,9
5/08/2024 9:00;3;0:17:12;17,8
5/08/2024 10:00;44;0:17:12;19,5
5/08/2024 11:00;54;0:17:12;21,1
5/08/2024 12:00;71;0:17:12;21,7
5/08/2024 13:00;78;0:17:12;22,7
5/08/2024 14:00;86;0:17:12;23,6
5/08/2024 15:00;60;0:17:12;24,4
5/08/2024 16:00;61;0:17:12;24,7
5/08/2024 17:00;73;0:17:12;25,5
5/08/2024 18:00;6;0:17:12;25,5
5/08/2024 19:00;0;0:17:12;25,1
5/08/2024 20:00;0;0:17:12;24
5/08/2024 21:00;0;0:17:12;22,4
5/08/2024 22:00;0;0:17:12;20,2
5/08/2024 23:00;0;0:17:12;19
6/08/2024 0:00;0;0:18:25;18,4
6/08/2024 1:00;0;0:18:25;17,8
6/08/2024 2:00;0;0:18:25;17,4
6/08/2024 3:00;0;0:18:25;17
6/08/2024 4:00;0;0:18:25;16,5
6/08/2024 5:00;0;0:18:25;16,4
6/08/2024 6:00;0;0:18:25;15,9
6/08/2024 7:00;0;0:18:25;16,4
6/08/2024 8:00;0;0:18:25;19,1
6/08/2024 9:00;4;0:18:25;21,9
6/08/2024 10:00;31;0:18:25;24
6/08/2024 11:00;26;0:18:25;25,4
6/08/2024 12:00;57;0:18:25;26,4
6/08/2024 13:00;53;0:18:25;27,3
6/08/2024 14:00;73;0:18:25;28,2
6/08/2024 15:00;47;0:18:25;28,8
6/08/2024 16:00;56;0:18:25;28,7
6/08/2024 17:00;10;0:18:25;28,7
6/08/2024 18:00;2;0:18:25;28
6/08/2024 19:00;0;0:18:25;27,5
6/08/2024 20:00;0;0:18:25;26,2
6/08/2024 21:00;0;0:18:25;23,5
6/08/2024 22:00;0;0:18:25;22,2
6/08/2024 23:00;0;0:18:25;21,3
7/08/2024 0:00;0;0:18:17;20,9
7/08/2024 1:00;0;0:18:17;20,3
7/08/2024 2:00;0;0:18:17;20,3
7/08/2024 3:00;0;0:18:17;19,7
7/08/2024 4:00;0;0:18:17;19
7/08/2024 5:00;0;0:18:17;17,7
7/08/2024 6:00;0;0:18:17;17,5
7/08/2024 7:00;0;0:18:17;17
7/08/2024 8:00;0;0:18:17;16,9
7/08/2024 9:00;6;0:18:17;17,2
7/08/2024 10:00;134;0:18:17;18
7/08/2024 11:00;104;0:18:17;19,4
7/08/2024 12:00;80;0:18:17;20,3
7/08/2024 13:00;90;0:18:17;21,4
7/08/2024 14:00;113;0:18:17;22,3
7/08/2024 15:00;78;0:18:17;22,7
7/08/2024 16:00;76;0:18:17;22,9
7/08/2024 17:00;77;0:18:17;23,2
7/08/2024 18:00;9;0:18:17;22,8
7/08/2024 19:00;0;0:18:17;21,9
7/08/2024 20:00;0;0:18:17;21
7/08/2024 21:00;0;0:18:17;19,6
7/08/2024 22:00;0;0:18:17;18,6
7/08/2024 23:00;0;0:18:17;18,2
8/08/2024 0:00;0;0:19:17;17,7
8/08/2024 1:00;0;0:19:17;17,4
8/08/2024 2:00;0;0:19:17;17,3
8/08/2024 3:00;0;0:19:17;17
8/08/2024 4:00;0;0:19:17;16,7
8/08/2024 5:00;0;0:19:17;16,6
8/08/2024 6:00;0;0:19:17;16,5
8/08/2024 7:00;0;0:19:17;16,8
8/08/2024 8:00;0;0:19:17;17,6
8/08/2024 9:00;3;0:19:17;18,7
8/08/2024 10:00;36;0:19:17;20,3
8/08/2024 11:00;119;0:19:17;20,9
8/08/2024 12:00;78;0:19:17;21,9
8/08/2024 13:00;83;0:19:17;22,9
8/08/2024 14:00;94;0:19:17;23,4
8/08/2024 15:00;71;0:19:17;23,8
8/08/2024 16:00;85;0:19:17;23,5
8/08/2024 17:00;49;0:19:17;24,3
8/08/2024 18:00;6;0:19:17;24,2
8/08/2024 19:00;0;0:19:17;23,9
8/08/2024 20:00;0;0:19:17;23
8/08/2024 21:00;0;0:19:17;22,6
8/08/2024 22:00;0;0:19:17;22
8/08/2024 23:00;0;0:19:17;21,6
9/08/2024 0:00;0;0:20:03;21,6
9/08/2024 1:00;0;0:20:03;21,7
9/08/2024 2:00;0;0:20:03;21,7
9/08/2024 3:00;0;0:20:03;21,6
9/08/2024 4:00;0;0:20:03;21,4
9/08/2024 5:00;0;0:20:03;21,5
9/08/2024 6:00;0;0:20:03;21,4
9/08/2024 7:00;0;0:20:03;21,1
9/08/2024 8:00;0;0:20:03;21,2
9/08/2024 9:00;3;0:20:03;21,3
9/08/2024 10:00;40;0:20:03;21,3
9/08/2024 11:00;41;0:20:03;20,7
9/08/2024 12:00;54;0:20:03;21,3
9/08/2024 13:00;80;0:20:03;20,9
9/08/2024 14:00;89;0:20:03;22
9/08/2024 15:00;64;0:20:03;23,9
9/08/2024 16:00;46;0:20:03;24,7
9/08/2024 17:00;30;0:20:03;25,2
9/08/2024 18:00;7;0:20:03;25
9/08/2024 19:00;0;0:20:03;24,3
9/08/2024 20:00;0;0:20:03;23,1
9/08/2024 21:00;0;0:20:03;21,1
9/08/2024 22:00;0;0:20:03;19,2
9/08/2024 23:00;0;0:20:03;18,5
10/08/2024 0:00;0;0:17:35;17,6
10/08/2024 1:00;0;0:17:35;16,6
10/08/2024 2:00;0;0:17:35;15,9
10/08/2024 3:00;0;0:17:35;15,4
10/08/2024 4:00;0;0:17:35;15,3
10/08/2024 5:00;0;0:17:35;15
10/08/2024 6:00;0;0:17:35;14,9
10/08/2024 7:00;0;0:17:35;15,4
10/08/2024 8:00;0;0:17:35;16,3
10/08/2024 9:00;4;0:17:35;18,5
10/08/2024 10:00;63;0:17:35;20,4
10/08/2024 11:00;66;0:17:35;21,9
10/08/2024 12:00;75;0:17:35;23
10/08/2024 13:00;97;0:17:35;23,6
10/08/2024 14:00;103;0:17:35;24,6
10/08/2024 15:00;87;0:17:35;25,4
10/08/2024 16:00;82;0:17:35;25,7
10/08/2024 17:00;84;0:17:35;26,3
10/08/2024 18:00;11;0:17:35;26,1
10/08/2024 19:00;0;0:17:35;25,4
10/08/2024 20:00;0;0:17:35;24,4
10/08/2024 21:00;0;0:17:35;23
10/08/2024 22:00;0;0:17:35;21
10/08/2024 23:00;0;0:17:35;20,9
11/08/2024 0:00;0;0:16:04;19,6
11/08/2024 1:00;0;0:16:04;19,5
11/08/2024 2:00;0;0:16:04;18,1
11/08/2024 3:00;0;0:16:04;17,2
11/08/2024 4:00;0;0:16:04;16,7
11/08/2024 5:00;0;0:16:04;16,1
11/08/2024 6:00;0;0:16:04;15,6
11/08/2024 7:00;0;0:16:04;17,4
11/08/2024 8:00;0;0:16:04;20,6
11/08/2024 9:00;0;0:16:04;22,6
11/08/2024 10:00;0;0:16:04;23,8
11/08/2024 11:00;0;0:16:04;24,5
11/08/2024 12:00;0;0:16:04;25,6
11/08/2024 13:00;0;0:16:04;26,9
11/08/2024 14:00;0;0:16:04;27,7
11/08/2024 15:00;0;0:16:04;28,3
11/08/2024 16:00;0;0:16:04;28,5
11/08/2024 17:00;0;0:16:04;28,4
11/08/2024 18:00;0;0:16:04;27,9
11/08/2024 19:00;0;0:16:04;27,2
11/08/2024 20:00;0;0:16:04;25,3
11/08/2024 21:00;0;0:16:04;23,7
11/08/2024 22:00;0;0:16:04;22,6
11/08/2024 23:00;0;0:16:04;22
12/08/2024 0:00;0;0:21:49;20,8
12/08/2024 1:00;0;0:21:49;20,5
12/08/2024 2:00;0;0:21:49;19,9
12/08/2024 3:00;0;0:21:49;19,3
12/08/2024 4:00;0;0:21:49;18,8
12/08/2024 5:00;0;0:21:49;17,9
12/08/2024 6:00;0;0:21:49;17,7
12/08/2024 7:00;0;0:21:49;19
12/08/2024 8:00;0;0:21:49;21,4
12/08/2024 9:00;3;0:21:49;24
12/08/2024 10:00;22;0:21:49;26,6
12/08/2024 11:00;41;0:21:49;27,9
12/08/2024 12:00;31;0:21:49;29,3
12/08/2024 13:00;42;0:21:49;30,6
12/08/2024 14:00;25;0:21:49;31,8
12/08/2024 15:00;23;0:21:49;32,9
12/08/2024 16:00;16;0:21:49;33,5
12/08/2024 17:00;29;0:21:49;33,7
12/08/2024 18:00;4;0:21:49;33,7
12/08/2024 19:00;0;0:21:49;32,4
12/08/2024 20:00;0;0:21:49;30,2
12/08/2024 21:00;0;0:21:49;28,5
12/08/2024 22:00;0;0:21:49;26,5
12/08/2024 23:00;0;0:21:49;26,4
13/08/2024 0:00;0;0:20:36;25,7
13/08/2024 1:00;0;0:20:36;24,3
13/08/2024 2:00;0;0:20:36;23,7
13/08/2024 3:00;0;0:20:36;23
13/08/2024 4:00;0;0:20:36;22,1
13/08/2024 5:00;0;0:20:36;21,5
13/08/2024 6:00;0;0:20:36;21
13/08/2024 7:00;0;0:20:36;21,7
13/08/2024 8:00;0;0:20:36;22,8
13/08/2024 9:00;7;0:20:36;23,2
13/08/2024 10:00;50;0:20:36;25
13/08/2024 11:00;52;0:20:36;26,2
13/08/2024 12:00;47;0:20:36;27,3
13/08/2024 13:00;69;0:20:36;28,6
13/08/2024 14:00;74;0:20:36;29
13/08/2024 15:00;75;0:20:36;29,4
13/08/2024 16:00;47;0:20:36;29,2
13/08/2024 17:00;47;0:20:36;28,4
13/08/2024 18:00;7;0:20:36;27,2
13/08/2024 19:00;0;0:20:36;26
13/08/2024 20:00;0;0:20:36;24,7
13/08/2024 21:00;0;0:20:36;22,1
13/08/2024 22:00;0;0:20:36;21,8
13/08/2024 23:00;0;0:20:36;21,1
14/08/2024 0:00;0;0:21:11;20,3
14/08/2024 1:00;0;0:21:11;20,5
14/08/2024 2:00;0;0:21:11;19,5
14/08/2024 3:00;0;0:21:11;19,6
14/08/2024 4:00;0;0:21:11;19,3
14/08/2024 5:00;0;0:21:11;18,6
14/08/2024 6:00;0;0:21:11;18,2
14/08/2024 7:00;0;0:21:11;17,9
14/08/2024 8:00;0;0:21:11;18,1
14/08/2024 9:00;2;0:21:11;18,5
14/08/2024 10:00;32;0:21:11;19,6
14/08/2024 11:00;61;0:21:11;20,4
14/08/2024 12:00;71;0:21:11;20,8
14/08/2024 13:00;107;0:21:11;21,9
14/08/2024 14:00;107;0:21:11;22
14/08/2024 15:00;99;0:21:11;23,6
14/08/2024 16:00;95;0:21:11;23,7
14/08/2024 17:00;39;0:21:11;23,8
14/08/2024 18:00;7;0:21:11;24,6
14/08/2024 19:00;0;0:21:11;22,9
14/08/2024 20:00;0;0:21:11;21,7
14/08/2024 21:00;0;0:21:11;20,5
14/08/2024 22:00;0;0:21:11;19,6
14/08/2024 23:00;0;0:21:11;18,7
15/08/2024 0:00;0;0:12:33;18,2
15/08/2024 1:00;0;0:12:33;17,6
15/08/2024 2:00;0;0:12:33;17,2
15/08/2024 3:00;0;0:12:33;16,8
15/08/2024 4:00;0;0:12:33;16,8
15/08/2024 5:00;0;0:12:33;16,3
15/08/2024 6:00;0;0:12:33;16,2
15/08/2024 7:00;0;0:12:33;16,8
15/08/2024 8:00;0;0:12:33;18,7
15/08/2024 9:00;0;0:12:33;20,7
15/08/2024 10:00;0;0:12:33;22,2
15/08/2024 11:00;0;0:12:33;23,4
15/08/2024 12:00;0;0:12:33;23,6
15/08/2024 13:00;0;0:12:33;24,2
15/08/2024 14:00;0;0:12:33;24,9
15/08/2024 15:00;0;0:12:33;25,1
15/08/2024 16:00;0;0:12:33;25,4
15/08/2024 17:00;0;0:12:33;25,8
15/08/2024 18:00;0;0:12:33;25,8
15/08/2024 19:00;0;0:12:33;24,8
15/08/2024 20:00;0;0:12:33;23,3
15/08/2024 21:00;0;0:12:33;21,2
15/08/2024 22:00;0;0:12:33;20,7
15/08/2024 23:00;0;0:12:33;20,2
16/08/2024 0:00;0;0:19:49;19,3
16/08/2024 1:00;0;0:19:49;19,1
16/08/2024 2:00;0;0:19:49;19,4
16/08/2024 3:00;0;0:19:49;19,7
16/08/2024 4:00;0;0:19:49;19,7
16/08/2024 5:00;0;0:19:49;19,5
16/08/2024 6:00;0;0:19:49;19,4
16/08/2024 7:00;0;0:19:49;19,7
16/08/2024 8:00;0;0:19:49;19,8
16/08/2024 9:00;10;0:19:49;19,8
16/08/2024 10:00;54;0:19:49;19,8
16/08/2024 11:00;97;0:19:49;19,7
16/08/2024 12:00;76;0:19:49;20,4
16/08/2024 13:00;80;0:19:49;20,5
16/08/2024 14:00;80;0:19:49;20,6
16/08/2024 15:00;111;0:19:49;21
16/08/2024 16:00;88;0:19:49;20,8
16/08/2024 17:00;59;0:19:49;20,5
16/08/2024 18:00;8;0:19:49;20,1
16/08/2024 19:00;0;0:19:49;19,8
16/08/2024 20:00;0;0:19:49;19,5
16/08/2024 21:00;0;0:19:49;19,6
16/08/2024 22:00;0;0:19:49;19,5
16/08/2024 23:00;0;0:19:49;19,3
17/08/2024 0:00;0;0:19:11;19,2
17/08/2024 1:00;0;0:19:11;19,2
17/08/2024 2:00;0;0:19:11;19
17/08/2024 3:00;0;0:19:11;17,9
17/08/2024 4:00;0;0:19:11;17,7
17/08/2024 5:00;0;0:19:11;17,8
17/08/2024 6:00;0;0:19:11;17,7
17/08/2024 7:00;0;0:19:11;17,8
17/08/2024 8:00;0;0:19:11;18,2
17/08/2024 9:00;2;0:19:11;18,9
17/08/2024 10:00;48;0:19:11;19,7
17/08/2024 11:00;92;0:19:11;21,5
17/08/2024 12:00;67;0:19:11;22,7
17/08/2024 13:00;122;0:19:11;23,3
17/08/2024 14:00;137;0:19:11;24,1
17/08/2024 15:00;140;0:19:11;24,4
17/08/2024 16:00;123;0:19:11;24,4
17/08/2024 17:00;61;0:19:11;23,9
17/08/2024 18:00;7;0:19:11;23,6
17/08/2024 19:00;0;0:19:11;22,9
17/08/2024 20:00;0;0:19:11;21,9
17/08/2024 21:00;0;0:19:11;21,1
17/08/2024 22:00;0;0:19:11;20,3
17/08/2024 23:00;0;0:19:11;19,9
18/08/2024 0:00;0;0:18:04;19,2
18/08/2024 1:00;0;0:18:04;18,9
18/08/2024 2:00;0;0:18:04;18,6
18/08/2024 3:00;0;0:18:04;18,1
18/08/2024 4:00;0;0:18:04;18
18/08/2024 5:00;0;0:18:04;17,9
18/08/2024 6:00;0;0:18:04;17,8
18/08/2024 7:00;0;0:18:04;17,5
18/08/2024 8:00;0;0:18:04;18
18/08/2024 9:00;0;0:18:04;19,1
18/08/2024 10:00;0;0:18:04;20,3
18/08/2024 11:00;0;0:18:04;21,9
18/08/2024 12:00;0;0:18:04;22,7
18/08/2024 13:00;0;0:18:04;23,2
18/08/2024 14:00;0;0:18:04;23,2
18/08/2024 15:00;0;0:18:04;22,2
18/08/2024 16:00;0;0:18:04;21,8
18/08/2024 17:00;0;0:18:04;21,4
18/08/2024 18:00;0;0:18:04;20,9
18/08/2024 19:00;0;0:18:04;20
18/08/2024 20:00;0;0:18:04;18,6
18/08/2024 21:00;0;0:18:04;17,2
18/08/2024 22:00;0;0:18:04;15,5
18/08/2024 23:00;0;0:18:04;14,4
19/08/2024 0:00;0;0:19:30;13,8
19/08/2024 1:00;0;0:19:30;13,1
19/08/2024 2:00;0;0:19:30;12,7
19/08/2024 3:00;0;0:19:30;12,2
19/08/2024 4:00;0;0:19:30;12,2
19/08/2024 5:00;0;0:19:30;12,1
19/08/2024 6:00;0;0:19:30;11,8
19/08/2024 7:00;0;0:19:30;12,8
19/08/2024 8:00;0;0:19:30;15,2
19/08/2024 9:00;4;0:19:30;17,6
19/08/2024 10:00;47;0:19:30;19,5
19/08/2024 11:00;39;0:19:30;20,9
19/08/2024 12:00;84;0:19:30;21,7
19/08/2024 13:00;92;0:19:30;22,4
19/08/2024 14:00;73;0:19:30;22,9
19/08/2024 15:00;95;0:19:30;23,3
19/08/2024 16:00;63;0:19:30;23,4
19/08/2024 17:00;45;0:19:30;23,3
19/08/2024 18:00;4;0:19:30;22,7
19/08/2024 19:00;0;0:19:30;21,7
19/08/2024 20:00;0;0:19:30;20
19/08/2024 21:00;0;0:19:30;18,6
19/08/2024 22:00;0;0:19:30;17,7
19/08/2024 23:00;0;0:19:30;16,9
20/08/2024 0:00;0;0:19:27;16,7
20/08/2024 1:00;0;0:19:27;16,7
20/08/2024 2:00;0;0:19:27;16,1
20/08/2024 3:00;0;0:19:27;15,3
20/08/2024 4:00;0;0:19:27;14,9
20/08/2024 5:00;0;0:19:27;14,8
20/08/2024 6:00;0;0:19:27;14,8
20/08/2024 7:00;0;0:19:27;15,6
20/08/2024 8:00;0;0:19:27;16,8
20/08/2024 9:00;4;0:19:27;18,9
20/08/2024 10:00;56;0:19:27;20,9
20/08/2024 11:00;77;0:19:27;22
20/08/2024 12:00;78;0:19:27;22,8
20/08/2024 13:00;71;0:19:27;23,5
20/08/2024 14:00;73;0:19:27;23,4
20/08/2024 15:00;68;0:19:27;21,8
20/08/2024 16:00;93;0:19:27;19,8
20/08/2024 17:00;40;0:19:27;19,3
20/08/2024 18:00;3;0:19:27;19,1
20/08/2024 19:00;0;0:19:27;18,5
20/08/2024 20:00;0;0:19:27;17,9
20/08/2024 21:00;0;0:19:27;17,6
20/08/2024 22:00;0;0:19:27;17,2
20/08/2024 23:00;0;0:19:27;16,7
21/08/2024 0:00;0;0:21:09;16
21/08/2024 1:00;0;0:21:09;15,3
21/08/2024 2:00;0;0:21:09;14,8
21/08/2024 3:00;0;0:21:09;14,7
21/08/2024 4:00;0;0:21:09;14,1
21/08/2024 5:00;0;0:21:09;13,6
21/08/2024 6:00;0;0:21:09;12,9
21/08/2024 7:00;0;0:21:09;13,2
21/08/2024 8:00;0;0:21:09;14,2
21/08/2024 9:00;4;0:21:09;16,2
21/08/2024 10:00;99;0:21:09;17,4
21/08/2024 11:00;57;0:21:09;18,1
21/08/2024 12:00;86;0:21:09;18,5
21/08/2024 13:00;73;0:21:09;19,5
21/08/2024 14:00;93;0:21:09;19,8
21/08/2024 15:00;70;0:21:09;20
21/08/2024 16:00;88;0:21:09;20,2
21/08/2024 17:00;95;0:21:09;20,4
21/08/2024 18:00;7;0:21:09;20,3
21/08/2024 19:00;0;0:21:09;19,4
21/08/2024 20:00;0;0:21:09;17,9
21/08/2024 21:00;0;0:21:09;16,3
21/08/2024 22:00;0;0:21:09;15,6
21/08/2024 23:00;0;0:21:09;15,1
22/08/2024 0:00;0;0:19:08;14,4
22/08/2024 1:00;0;0:19:08;13,7
22/08/2024 2:00;0;0:19:08;13,4
22/08/2024 3:00;0;0:19:08;13,3
22/08/2024 4:00;0;0:19:08;12,8
22/08/2024 5:00;0;0:19:08;12,7
22/08/2024 6:00;0;0:19:08;12,9
22/08/2024 7:00;0;0:19:08;13
22/08/2024 8:00;0;0:19:08;15,7
22/08/2024 9:00;4;0:19:08;17,9
22/08/2024 10:00;32;0:19:08;19,5
22/08/2024 11:00;84;0:19:08;20,6
22/08/2024 12:00;50;0:19:08;21,5
22/08/2024 13:00;50;0:19:08;22,1
22/08/2024 14:00;95;0:19:08;22,8
22/08/2024 15:00;97;0:19:08;23,2
22/08/2024 16:00;82;0:19:08;23,3
22/08/2024 17:00;46;0:19:08;23,7
22/08/2024 18:00;10;0:19:08;23,2
22/08/2024 19:00;0;0:19:08;22,8
22/08/2024 20:00;0;0:19:08;22
22/08/2024 21:00;0;0:19:08;21,3
22/08/2024 22:00;0;0:19:08;20,7
22/08/2024 23:00;0;0:19:08;20,6
23/08/2024 0:00;0;0:15:35;20,3
23/08/2024 1:00;0;0:15:35;20
23/08/2024 2:00;0;0:15:35;19,7
23/08/2024 3:00;0;0:15:35;19,4
23/08/2024 4:00;0;0:15:35;19,3
23/08/2024 5:00;0;0:15:35;18,9
23/08/2024 6:00;0;0:15:35;18,7
23/08/2024 7:00;0;0:15:35;18,8
23/08/2024 8:00;0;0:15:35;19,4
23/08/2024 9:00;2;0:15:35;20
23/08/2024 10:00;29;0:15:35;21,1
23/08/2024 11:00;42;0:15:35;21,2
23/08/2024 12:00;64;0:15:35;21,8
23/08/2024 13:00;77;0:15:35;21
23/08/2024 14:00;101;0:15:35;20,7
23/08/2024 15:00;70;0:15:35;21,6
23/08/2024 16:00;56;0:15:35;22,3
23/08/2024 17:00;46;0:15:35;23,1
23/08/2024 18:00;10;0:15:35;23,1
23/08/2024 19:00;0;0:15:35;22,4
23/08/2024 20:00;0;0:15:35;21,4
23/08/2024 21:00;0;0:15:35;18,5
23/08/2024 22:00;0;0:15:35;17,4
23/08/2024 23:00;0;0:15:35;17,4
24/08/2024 0:00;0;0:17:04;17,4
24/08/2024 1:00;0;0:17:04;17
24/08/2024 2:00;0;0:17:04;16,5
24/08/2024 3:00;0;0:17:04;16,3
24/08/2024 4:00;0;0:17:04;16,8
24/08/2024 5:00;0;0:17:04;17,5
24/08/2024 6:00;0;0:17:04;17,9
24/08/2024 7:00;0;0:17:04;18,7
24/08/2024 8:00;0;0:17:04;19,9
24/08/2024 9:00;2;0:17:04;21,7
24/08/2024 10:00;40;0:17:04;22,2
24/08/2024 11:00;70;0:17:04;22,7
24/08/2024 12:00;76;0:17:04;24
24/08/2024 13:00;118;0:17:04;25,5
24/08/2024 14:00;119;0:17:04;27,3
24/08/2024 15:00;113;0:17:04;28
24/08/2024 16:00;112;0:17:04;28,3
24/08/2024 17:00;64;0:17:04;19,3
24/08/2024 18:00;9;0:17:04;18,2
24/08/2024 19:00;0;0:17:04;18,4
24/08/2024 20:00;0;0:17:04;17,9
24/08/2024 21:00;0;0:17:04;17,5
24/08/2024 22:00;0;0:17:04;17,1
24/08/2024 23:00;0;0:17:04;16,9
25/08/2024 0:00;0;0:15:09;16,2
25/08/2024 1:00;0;0:15:09;15,4
25/08/2024 2:00;0;0:15:09;15,3
25/08/2024 3:00;0;0:15:09;14,7
25/08/2024 4:00;0;0:15:09;14,3
25/08/2024 5:00;0;0:15:09;13,6
25/08/2024 6:00;0;0:15:09;13,4
25/08/2024 7:00;0;0:15:09;13,3
25/08/2024 8:00;0;0:15:09;14,1
25/08/2024 9:00;0;0:15:09;15,8
25/08/2024 10:00;0;0:15:09;17,5
25/08/2024 11:00;0;0:15:09;18,4
25/08/2024 12:00;0;0:15:09;19
25/08/2024 13:00;0;0:15:09;19,8
25/08/2024 14:00;0;0:15:09;20,1
25/08/2024 15:00;0;0:15:09;20,4
25/08/2024 16:00;0;0:15:09;20,7
25/08/2024 17:00;0;0:15:09;20,6
25/08/2024 18:00;0;0:15:09;19,8
25/08/2024 19:00;0;0:15:09;19,1
25/08/2024 20:00;0;0:15:09;17,7
25/08/2024 21:00;0;0:15:09;16,3
25/08/2024 22:00;0;0:15:09;15
25/08/2024 23:00;0;0:15:09;14,3
26/08/2024 0:00;0;0:22:03;14
26/08/2024 1:00;0;0:22:03;14
26/08/2024 2:00;0;0:22:03;13,6
26/08/2024 3:00;0;0:22:03;13,4
26/08/2024 4:00;0;0:22:03;12,9
26/08/2024 5:00;0;0:22:03;12,6
26/08/2024 6:00;0;0:22:03;12,7
26/08/2024 7:00;0;0:22:03;13,3
26/08/2024 8:00;0;0:22:03;14,8
26/08/2024 9:00;6;0:22:03;16,6
26/08/2024 10:00;39;0:22:03;18,1
26/08/2024 11:00;79;0:22:03;19,2
26/08/2024 12:00;54;0:22:03;20,6
26/08/2024 13:00;78;0:22:03;21,2
26/08/2024 14:00;59;0:22:03;21,5
26/08/2024 15:00;74;0:22:03;22,2
26/08/2024 16:00;89;0:22:03;22,6
26/08/2024 17:00;43;0:22:03;22,6
26/08/2024 18:00;14;0:22:03;22,1
26/08/2024 19:00;0;0:22:03;21,5
26/08/2024 20:00;0;0:22:03;19,6
26/08/2024 21:00;0;0:22:03;17,4
26/08/2024 22:00;0;0:22:03;16,8
26/08/2024 23:00;0;0:22:03;16,3
27/08/2024 0:00;0;0:14:21;14,8
27/08/2024 1:00;0;0:14:21;13,9
27/08/2024 2:00;0;0:14:21;13,1
27/08/2024 3:00;0;0:14:21;12,8
27/08/2024 4:00;0;0:14:21;12
27/08/2024 5:00;0;0:14:21;12
27/08/2024 6:00;0;0:14:21;11,7
27/08/2024 7:00;0;0:14:21;12,1
27/08/2024 8:00;0;0:14:21;14,8
27/08/2024 9:00;3;0:14:21;18
27/08/2024 10:00;55;0:14:21;20,9
27/08/2024 11:00;85;0:14:21;22,3
27/08/2024 12:00;82;0:14:21;22,7
27/08/2024 13:00;98;0:14:21;23,5
27/08/2024 14:00;90;0:14:21;24,3
27/08/2024 15:00;71;0:14:21;25,1
27/08/2024 16:00;52;0:14:21;25,4
27/08/2024 17:00;66;0:14:21;25,6
27/08/2024 18:00;12;0:14:21;25,6
27/08/2024 19:00;0;0:14:21;24,5
27/08/2024 20:00;0;0:14:21;21,9
27/08/2024 21:00;0;0:14:21;19,4
27/08/2024 22:00;0;0:14:21;17,4
27/08/2024 23:00;0;0:14:21;16,9
28/08/2024 0:00;0;0:17:31;16,2
28/08/2024 1:00;0;0:17:31;15,8
28/08/2024 2:00;0;0:17:31;15,2
28/08/2024 3:00;0;0:17:31;14,7
28/08/2024 4:00;0;0:17:31;14,4
28/08/2024 5:00;0;0:17:31;14,7
28/08/2024 6:00;0;0:17:31;14,1
28/08/2024 7:00;0;0:17:31;14,8
28/08/2024 8:00;0;0:17:31;17,2
28/08/2024 9:00;9;0:17:31;20
28/08/2024 10:00;41;0:17:31;22,9
28/08/2024 11:00;33;0:17:31;25,1
28/08/2024 12:00;59;0:17:31;26,7
28/08/2024 13:00;37;0:17:31;27,9
28/08/2024 14:00;67;0:17:31;28,6
28/08/2024 15:00;63;0:17:31;29,5
28/08/2024 16:00;50;0:17:31;29,5
28/08/2024 17:00;27;0:17:31;29,5
28/08/2024 18:00;7;0:17:31;29,3
28/08/2024 19:00;0;0:17:31;28,2
28/08/2024 20:00;0;0:17:31;25,7
28/08/2024 21:00;0;0:17:31;23,4
28/08/2024 22:00;0;0:17:31;22,2
28/08/2024 23:00;0;0:17:31;21,5
29/08/2024 0:00;0;0:19:02;21,2
29/08/2024 1:00;0;0:19:02;20,6
29/08/2024 2:00;0;0:19:02;19,6
29/08/2024 3:00;0;0:19:02;18,7
29/08/2024 4:00;0;0:19:02;18,3
29/08/2024 5:00;0;0:19:02;17,9
29/08/2024 6:00;0;0:19:02;16,9
29/08/2024 7:00;0;0:19:02;17,7
29/08/2024 8:00;0;0:19:02;19,7
29/08/2024 9:00;5;0:19:02;21,2
29/08/2024 10:00;54;0:19:02;22,7
29/08/2024 11:00;79;0:19:02;23,6
29/08/2024 12:00;44;0:19:02;24,2
29/08/2024 13:00;85;0:19:02;24,4
29/08/2024 14:00;81;0:19:02;24,4
29/08/2024 15:00;77;0:19:02;24,6
29/08/2024 16:00;43;0:19:02;24,2
29/08/2024 17:00;60;0:19:02;23,7
29/08/2024 18:00;6;0:19:02;22,8
29/08/2024 19:00;0;0:19:02;21,8
29/08/2024 20:00;0;0:19:02;20,1
29/08/2024 21:00;0;0:19:02;18,8
29/08/2024 22:00;0;0:19:02;18
29/08/2024 23:00;0;0:19:02;18
30/08/2024 0:00;0;0:17:52;17,6
30/08/2024 1:00;0;0:17:52;17,3
30/08/2024 2:00;0;0:17:52;16,9
30/08/2024 3:00;0;0:17:52;16,7
30/08/2024 4:00;0;0:17:52;16,4
30/08/2024 5:00;0;0:17:52;16,3
30/08/2024 6:00;0;0:17:52;16,2
30/08/2024 7:00;0;0:17:52;16,1
30/08/2024 8:00;0;0:17:52;16,5
30/08/2024 9:00;8;0:17:52;16,9
30/08/2024 10:00;55;0:17:52;18
